Planting date,Software,Location,Date,DOY,Altitude (m),Stage-Full,Stage,Plot_ID,Replicate,Zone,Zone_Identification,Cover_Crop_Variety,Treatment_2__Cut_Fill_Range,One_Mix_None_Cover_Crop,Thermal,NDWI,EVI,NAVI,GNDVI,Cigreen,RENDVI,TGI,SAVI,CI_RedEdge,BI,SCI,GLI,NGRDI_Zonal,SI,VARI,HUE,BGI,PSRI,RVI,TVI,CVI,NDVI,DVI,Soy_yiled(bu/acre),Observed data,Days after planting,Canopy Height (cm),LAI
,Pix4d,Rice_Station,4/21/2021,111,120,,,402,4,3,No Fill No Cut,NC,0.09:-0.09,NO,21.0872784,-0.2411034,0.244287,0.3203992,0.2411034,0.6889598,0.0695612,2.0785296,0.1020845,0.1529537,0.299431,0.0440785,0.0214827,-0.0440785,0.1407472,-0.0725711,0.0007452,0.824029,0.0654399,1.5478206,8.2090921,1.8474408,0.1994865,0.0620949,43.36,,,,
,Pix4d,Rice_Station,11/5/2021,309,120,,,101,1,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),9.4809942,-0.2027319,0.0783669,0.1554653,0.2027319,0.5109043,0.0448432,1.6369259,0.0409577,0.0942001,0.2694646,0.1203401,-0.002943,-0.1203401,0.2663295,-0.1780612,0.001889,0.7380539,0.1981673,1.1853995,0.8048516,1.927508,0.0845308,0.0333819,66.73,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,404,4,3,No Fill No Cut,Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.09:-0.09,MIX (CR+BO+TR),21.3581429,-0.3009881,0.312421,0.438305,0.3009881,0.9099939,0.1078221,3.3815901,0.135068,0.2471369,0.2349342,0.0133673,0.0618421,-0.0133673,0.163879,-0.0210878,0.0002055,0.7412708,0.0209574,1.8717757,11.5331335,1.9613827,0.2880093,0.0864673,47.13,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,405,4,3,No Fill No Cut,Cereal Rye (CR),0.09:-0.09,One (CR),21.9318027,-0.2923464,0.2932703,0.4215749,0.2923464,0.8659345,0.1034024,3.308058,0.1280431,0.2352618,0.2370596,0.021062,0.0568334,-0.021062,0.1699645,-0.0327581,0.0002617,0.7425421,0.0304753,1.7934841,10.7980204,1.9511803,0.2727419,0.082124,53.07,,,,
,Pix4d,Rice_Station,11/5/2021,309,120,,,101,1,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),10.5692968,-0.1994884,0.0791747,0.1595527,0.1994884,0.501537,0.0492302,1.0291567,0.038635,0.1040521,0.2431722,0.1146241,-0.0091665,-0.1146241,0.236405,-0.1746312,0.0013866,0.7778974,0.1902866,1.1912755,0.9199859,1.8949426,0.0869623,0.0323624,66.73,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,102,1,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),17.9346981,-0.168572,0.1652836,0.2156121,0.168572,0.4155794,0.0368196,3.0495412,0.0703066,0.077506,0.3762019,0.046513,0.0243023,-0.046513,0.1525569,-0.075518,0.0012309,0.8076824,0.0748165,1.2900251,5.3485746,1.5547307,0.1231154,0.0369828,54.65,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,103,1,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),17.1531601,-0.1368967,0.1283567,0.1616691,0.1368967,0.3235913,0.0255732,2.5957868,0.0521842,0.0531456,0.4028561,0.0482298,0.0163917,-0.0482298,0.1383013,-0.0798258,0.0013938,0.8341799,0.0807476,1.2011322,3.5034695,1.4597228,0.0893653,0.0260256,56.88,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,104,1,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),18.328722,-0.161933,0.1598966,0.2098888,0.161933,0.3927134,0.0356478,3.0823095,0.0671355,0.0746584,0.368597,0.0442731,0.0254054,-0.0442731,0.149981,-0.071873,0.0011014,0.8082418,0.0715847,1.2740597,5.1106825,1.5241344,0.1186016,0.0350202,56.05,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,105,1,4,"6"""" Cut",NC,0.4:-0.6,NO,16.3575363,-0.0897052,0.0630463,0.0781544,0.0897052,0.1987031,0.0083104,2.4029193,0.0247387,0.0169588,0.4418174,0.0488075,0.0119896,-0.0488075,0.1294875,-0.0818546,0.0016698,0.8499929,0.0871196,1.0869824,0.661113,1.3223648,0.0411035,0.0085486,51.59,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,106,1,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),17.9926472,-0.1578877,0.1562428,0.203118,0.1578877,0.3838041,0.0351573,3.1867111,0.0657815,0.0739481,0.3801723,0.0438479,0.0256719,-0.0438479,0.1496478,-0.071129,0.0011518,0.8080834,0.0713275,1.2666682,5.0025716,1.5140047,0.1149741,0.0349809,51.70,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,201,2,4,"6"""" Cut",NC,0.4:-0.6,NO,16.5105934,-0.0956434,0.071478,0.0884945,0.0956434,0.215623,0.0106676,2.6244092,0.0285973,0.0220585,0.4509463,0.048554,0.013809,-0.048554,0.1330736,-0.0809911,0.0017465,0.843459,0.0860682,1.1029248,1.0324702,1.34052,0.0473685,0.0110326,51.13,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,202,2,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),17.9531136,-0.1653283,0.1683912,0.2149111,0.1653283,0.4103649,0.0399155,3.1957312,0.0709124,0.0849711,0.3852267,0.0425206,0.026298,-0.0425206,0.1480297,-0.0692567,0.0011809,0.8088921,0.0691421,1.2959851,5.5216999,1.5371355,0.123783,0.0401938,53.08,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,203,2,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),16.7867012,-0.1168544,0.107478,0.1305337,0.1168544,0.2686278,0.0197474,2.6583028,0.0428007,0.0407216,0.4350296,0.0464709,0.0154161,-0.0464709,0.1320088,-0.077494,0.0015478,0.8417962,0.0800801,1.155622,2.6074643,1.3934959,0.0708309,0.0209759,50.77,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,204,2,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),18.1658115,-0.1476385,0.1438307,0.1834249,0.1476385,0.3505753,0.0298439,2.9307926,0.0596539,0.0619235,0.3953242,0.0464248,0.0209866,-0.0464248,0.1446343,-0.0761604,0.001317,0.820498,0.0767034,1.2304852,4.3295078,1.4833865,0.1019707,0.0307096,53.48,,,,
,Pix4d,Rice_Station,11/5/2021,309,120,,,101,1,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),10.1974726,-0.1980054,0.0772036,0.1537077,0.1980054,0.4975512,0.0452578,1.1497399,0.0380121,0.0952945,0.2503706,0.1162714,-0.008567,-0.1162714,0.2421374,-0.1760185,0.001499,0.7710251,0.1924598,1.1843084,0.7866635,1.8971379,0.0837679,0.0306529,66.73,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,206,2,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),18.1282215,-0.1301233,0.1195926,0.1529421,0.1301233,0.3023987,0.0222939,2.7776709,0.0488823,0.0459644,0.4023121,0.047076,0.0186331,-0.047076,0.140717,-0.0776369,0.0013684,0.8280597,0.0794849,1.1851135,3.2156243,1.4320738,0.0836029,0.0226241,46.40,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,301,3,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),17.9544678,-0.1317324,0.122772,0.1570144,0.1317324,0.3074029,0.0237259,2.821141,0.0501888,0.0490445,0.4007033,0.0461479,0.0194677,-0.0461479,0.1405364,-0.0760492,0.0013307,0.8268802,0.077784,1.1917959,3.372987,1.4350716,0.0861649,0.0239514,50.04,,,,
,Pix4d,Rice_Station,11/5/2021,309,120,,,101,1,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),11.0293961,-0.2084793,0.0886945,0.174131,0.2084793,0.5297115,0.0559945,0.5779155,0.0419893,0.1191204,0.2372122,0.1152633,-0.016767,-0.1152633,0.219249,-0.1790779,0.0012824,0.8073881,0.1905238,1.2121847,1.2435679,1.9326893,0.0956155,0.0363032,66.73,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,303,3,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),17.059473,-0.1089178,0.0943958,0.1168177,0.1089178,0.2469086,0.0153519,2.6959872,0.0376016,0.0314439,0.4302227,0.0466966,0.0158617,-0.0466966,0.1335432,-0.0776929,0.0015155,0.8395436,0.081008,1.1351603,2.0812359,1.370514,0.0625855,0.0159837,46.96,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,304,3,4,"6"""" Cut",NC,0.4:-0.6,NO,16.6973934,-0.0833995,0.0559276,0.0681513,0.0833995,0.1827475,0.0050182,2.6338196,0.0219082,0.0101847,0.4614355,0.0481358,0.013125,-0.0481358,0.1305241,-0.0805375,0.0017922,0.8469885,0.086307,1.0738047,0.3658263,1.3031694,0.0354217,0.0052931,46.49,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,305,3,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),18.1170254,-0.1363085,0.1288136,0.1643225,0.1363085,0.3217973,0.0255492,3.0446417,0.0533593,0.0532,0.4067823,0.0460283,0.0213055,-0.0460283,0.1445226,-0.075563,0.0013732,0.8202871,0.0770704,1.2050575,3.6993332,1.4511671,0.0909379,0.0260906,54.94,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,306,3,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),17.9742718,-0.1370206,0.135344,0.1691564,0.1370206,0.3212688,0.0250162,3.1066585,0.0555606,0.0516856,0.4113197,0.0444375,0.0217828,-0.0444375,0.141923,-0.0730867,0.0013481,0.8218559,0.0740157,1.2083001,4.0026646,1.44585,0.0932142,0.0263643,48.60,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,401,4,4,"6"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.4:-0.6,MIX (CR+CC+KA),18.3427315,-0.1469631,0.1440281,0.1833603,0.1469631,0.3495227,0.0289321,3.0320797,0.0597486,0.0601023,0.3958451,0.0457215,0.0219523,-0.0457215,0.1452789,-0.0748478,0.0012932,0.8182939,0.0752614,1.2308742,4.3701215,1.480806,0.1020136,0.0298365,49.00,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,402,4,4,"6"""" Cut",NC,0.4:-0.6,NO,16.9002228,-0.0937636,0.065343,0.0820301,0.0937636,0.2086494,0.0078043,2.395807,0.025949,0.0159281,0.4382561,0.0508127,0.0115343,-0.0508127,0.1330187,-0.0848545,0.0017077,0.8472553,0.0899677,1.0914096,0.726916,1.3390577,0.0431895,0.0079401,43.36,,,,
,Pix4d,Rice_Station,11/5/2021,309,120,,,101,1,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),9.3358631,-0.1733382,0.0751773,0.1348988,0.1733382,0.4216782,0.0388611,1.2797071,0.0359186,0.0811611,0.2939759,0.1021485,-0.0056189,-0.1021485,0.21412,-0.1585611,0.0017414,0.7947997,0.172869,1.1570499,0.672456,1.7486364,0.0725491,0.0297529,66.73,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,404,4,4,"6"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.4:-0.6,MIX (CR+BO+TR),18.1935654,-0.1410089,0.1346523,0.17539,0.1410089,0.3327517,0.0267945,3.0151,0.055593,0.0555008,0.3833579,0.0447586,0.0229007,-0.0447586,0.1453658,-0.0729649,0.001172,0.8165321,0.074024,1.2174498,3.9755559,1.4606193,0.0969569,0.0265185,47.13,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,405,4,4,"6"""" Cut",Cereal Rye (CR),0.4:-0.6,One (CR),18.7461262,-0.1497408,0.1458703,0.191106,0.1497408,0.3588086,0.0313991,3.0892506,0.0605126,0.0656441,0.3742398,0.0436706,0.0247895,-0.0436706,0.1472818,-0.0708615,0.0010903,0.8116344,0.0715181,1.2438576,4.4892201,1.4866784,0.1068907,0.0305077,53.07,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,406,4,2,"6"""" Fill",Black Oat (BO),0.4:0.5,One (BO),20.2534103,-0.3328215,0.3555183,0.4604917,0.3328215,1.1183441,0.1206778,3.0609319,0.1542199,0.2866906,0.2506788,0.0189694,0.0531716,-0.0189694,0.1562765,-0.0309884,0.0003623,0.7611493,0.0293405,2.0711529,13.3283319,2.1865029,0.3141195,0.1048889,39.02,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,406,4,3,No Fill No Cut,Black Oat (BO),0.09:-0.09,One (BO),21.3669872,-0.3123127,0.3256252,0.4355551,0.3123127,0.9762377,0.1000933,2.6626115,0.1390363,0.2267429,0.2458047,0.0281866,0.0422231,-0.0281866,0.1522921,-0.0453342,0.0003423,0.7808269,0.0380584,1.8712914,11.787241,2.097585,0.2866746,0.0850507,39.02,,,,
,Pix4d,Rice_Station,4/21/2021,111,120,,,406,4,4,"6"""" Cut",Black Oat (BO),0.4:-0.6,One (BO),17.0878963,-0.1111536,0.0968269,0.1217129,0.1111536,0.2534796,0.0158303,2.7453613,0.0386901,0.0325486,0.419395,0.0461109,0.0170446,-0.0461109,0.1350002,-0.0763464,0.0014138,0.8360776,0.079455,1.1419473,2.2237618,1.3773346,0.0654533,0.0160229,39.02,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,205,2,5,"12"""" Cut",Triticale (TR),-0.9:-1.1,One (TR),-1.0552995,-0.1818198,0.1015426,0.1721087,0.1818198,0.4477187,0.0420136,2.2367313,0.0494318,0.0882119,0.3111191,0.0888369,0.0097172,-0.0888369,0.2187086,-0.1362609,0.0017427,0.7662807,0.1465416,1.2103263,2.189281,1.7332931,0.0946137,0.0355839,53.71,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,102,1,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),23.6758709,-0.2499747,0.1266782,0.2862415,0.2499747,0.6713345,0.0532498,2.3188541,0.0629185,0.1129214,0.1720735,0.0847751,0.037656,-0.0847751,0.2781916,-0.1223917,0.0005872,0.669934,0.124837,1.4127671,3.7138653,1.97972,0.1686787,0.0296249,54.65,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,103,1,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),23.2922344,-0.2446581,0.1202112,0.2722574,0.2446581,0.6562964,0.0522655,2.21276,0.0595953,0.1110619,0.1754632,0.0877737,0.033902,-0.0877737,0.2763256,-0.1271136,0.0006394,0.6767783,0.1312219,1.3928378,3.3642752,1.9723698,0.1602315,0.0288808,56.88,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,104,1,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),23.6901321,-0.252363,0.1294378,0.2920096,0.252363,0.6845673,0.05466,2.2472255,0.0634847,0.1165745,0.1692961,0.081927,0.0381398,-0.081927,0.2721867,-0.118853,0.0005581,0.674986,0.1204773,1.4335394,3.7831786,1.9821564,0.1739353,0.0297721,56.05,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,105,1,5,"12"""" Cut",NC,-0.9:-1.1,NO,22.4266968,-0.2051573,0.0886222,0.2009959,0.2051573,0.5210378,0.035908,2.0783429,0.0439722,0.0749957,0.1940288,0.0940482,0.0238176,-0.0940482,0.2667117,-0.1377248,0.0008003,0.6995223,0.1478933,1.2610525,1.9304329,1.8359009,0.1133192,0.0204243,51.59,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,106,1,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),23.6582584,-0.2283837,0.107535,0.2507265,0.2283837,0.5968728,0.044225,2.3208518,0.0534847,0.092991,0.174519,0.0861066,0.0366987,-0.0861066,0.279201,-0.124277,0.000614,0.6703765,0.1303906,1.3460078,2.9012249,1.8962362,0.1450849,0.0239362,51.70,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,201,2,5,"12"""" Cut",NC,-0.9:-1.1,NO,22.8543072,-0.211881,0.0990546,0.2265217,0.211881,0.544232,0.0408239,2.1561723,0.0482406,0.0859487,0.1827824,0.0843004,0.0311279,-0.0843004,0.2605065,-0.1237069,0.0006466,0.6953506,0.1313329,1.3064412,2.4679921,1.8283027,0.1298764,0.0222861,51.13,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,202,2,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),23.599802,-0.2451439,0.1270627,0.2927624,0.2451439,0.654045,0.0518801,2.4475956,0.0622895,0.1102826,0.1647348,0.0751343,0.0460971,-0.0751343,0.275202,-0.1084013,0.0004808,0.6617425,0.1105822,1.4254943,3.8076308,1.9221915,0.1730865,0.027944,53.08,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,203,2,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),23.0453835,-0.2294876,0.1195578,0.2684319,0.2294876,0.6014782,0.0466836,2.5021775,0.0584455,0.098859,0.1754237,0.0745082,0.0437694,-0.0745082,0.26768,-0.1081863,0.0005421,0.6715654,0.1129677,1.3837569,3.4775262,1.8582863,0.1574736,0.0259926,50.77,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,204,2,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),23.6077309,-0.2394039,0.1214602,0.2795218,0.2394039,0.6332899,0.0480912,2.4458125,0.0599665,0.1019135,0.1698268,0.0787703,0.0432718,-0.0787703,0.2773367,-0.113553,0.0005296,0.6635503,0.1164658,1.3964163,3.5687125,1.9127325,0.1636636,0.0264437,53.48,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,205,2,1,"12"""" Fill",Triticale (TR),0.8:1.04,One (TR),-0.3215824,-0.1993827,0.1652464,0.2411825,0.1993827,0.5030744,0.0630709,2.6877182,0.0748217,0.1354574,0.323408,0.0629926,0.0204096,-0.0629926,0.181954,-0.0994886,0.0012737,0.7854391,0.1018892,1.3247529,5.3098078,1.7070576,0.1381962,0.0573542,53.71,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,206,2,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),23.3683109,-0.2366052,0.1166156,0.2710418,0.2366052,0.6229328,0.0489752,2.1388307,0.0567356,0.1037838,0.1672658,0.0818902,0.0356721,-0.0818902,0.2658615,-0.1195554,0.000525,0.6843229,0.1223754,1.3784547,3.2570155,1.9131165,0.1577324,0.026071,46.40,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,301,3,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),22.8755665,-0.2281259,0.1119696,0.2553345,0.2281259,0.5961272,0.0435702,2.2581797,0.054892,0.0922888,0.1763819,0.0829135,0.0355085,-0.0829135,0.2681058,-0.1207002,0.0005976,0.682273,0.1251082,1.3537836,3.067452,1.8848279,0.1479548,0.0241967,50.04,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,205,2,2,"6"""" Fill",Triticale (TR),0.4:0.5,One (TR),-1.0588135,-0.1915771,0.152917,0.2249717,0.1915771,0.4775311,0.056553,2.5360062,0.0692052,0.1204293,0.3267154,0.065749,0.0175152,-0.065749,0.1816647,-0.1040842,0.001347,0.7903542,0.10696,1.2949044,4.6928606,1.6878407,0.1274904,0.051428,53.71,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,303,3,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),21.8672123,-0.189997,0.0789141,0.1815913,0.189997,0.4729267,0.0303079,2.131927,0.0389636,0.0630191,0.1952609,0.0907915,0.0252741,-0.0907915,0.2621055,-0.1333248,0.0007735,0.7017721,0.1450111,1.2283356,1.5715894,1.7677091,0.1009907,0.017066,46.96,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,304,3,5,"12"""" Cut",NC,-0.9:-1.1,NO,22.1688614,-0.2035913,0.0957955,0.2169808,0.2035913,0.5180538,0.0380013,2.1472256,0.0462375,0.0797537,0.1867728,0.081636,0.030422,-0.081636,0.2519078,-0.120673,0.0006461,0.7042673,0.1283314,1.291387,2.3310788,1.7869608,0.1240019,0.0207679,46.49,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,305,3,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),23.2974014,-0.2223049,0.1126302,0.2538155,0.2223049,0.5746651,0.0427574,2.4246655,0.0552801,0.089838,0.1802505,0.0785731,0.0385142,-0.0785731,0.2645042,-0.1144885,0.0005777,0.6811683,0.1186952,1.3461604,3.174711,1.8435688,0.1462742,0.0239717,54.94,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,306,3,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),23.0675335,-0.2156524,0.1066735,0.2419436,0.2156524,0.5524867,0.0385544,2.4924035,0.0527557,0.0804992,0.1838201,0.079633,0.0387587,-0.079633,0.2678148,-0.1157203,0.0006118,0.6777838,0.1210198,1.3241575,2.9377546,1.8214386,0.1383941,0.0217449,48.60,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,401,4,5,"12"""" Cut",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),-0.9:-1.1,MIX (CR+CC+KA),22.8090057,-0.198256,0.0919881,0.208503,0.198256,0.4981899,0.0308381,2.3002987,0.0451579,0.0644271,0.1916809,0.0828409,0.032005,-0.0828409,0.2589449,-0.1216877,0.0006843,0.6955398,0.1291484,1.2693031,2.2319281,1.7697762,0.1173868,0.0177943,49.00,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,402,4,5,"12"""" Cut",NC,-0.9:-1.1,NO,22.3752441,-0.1956536,0.0905368,0.2018798,0.1956536,0.4958059,0.0326354,2.0073569,0.0434221,0.0688804,0.192466,0.0825886,0.0260241,-0.0825886,0.2433279,-0.1232763,0.0006853,0.7187531,0.1305856,1.2695014,2.0658462,1.7646701,0.114985,0.0183828,43.36,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,205,2,3,No Fill No Cut,Triticale (TR),0.09:-0.09,One (TR),-0.7498848,-0.2129001,0.1883576,0.2685678,0.2129001,0.5467488,0.0700146,2.035552,0.0807153,0.1514105,0.2986677,0.0589517,0.0151212,-0.0589517,0.1602262,-0.0952547,0.0009459,0.8149304,0.0933513,1.3734028,5.9593949,1.7451787,0.1560207,0.0598241,53.71,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,404,4,5,"12"""" Cut",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),-0.9:-1.1,MIX (CR+BO+TR),23.0109062,-0.2020108,0.100309,0.2227956,0.2020108,0.5092481,0.03412,2.2653487,0.0484623,0.0711259,0.1911542,0.0777729,0.032667,-0.0777729,0.2478675,-0.1153958,0.0006289,0.7052644,0.1204846,1.2920719,2.5916891,1.7643957,0.1262279,0.0195891,47.13,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,405,4,5,"12"""" Cut",Cereal Rye (CR),-0.9:-1.1,One (CR),23.0323544,-0.1931148,0.0933763,0.2066526,0.1931148,0.4816541,0.0325278,2.2191074,0.0449928,0.0676101,0.1959926,0.0788921,0.0298995,-0.0788921,0.2437134,-0.1175004,0.0006608,0.7128236,0.1239595,1.2651864,2.2760973,1.7362012,0.1160301,0.0186467,53.07,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,406,4,5,"12"""" Cut",Black Oat (BO),-0.9:-1.1,One (BO),22.3991947,-0.1875843,0.0904901,0.1943637,0.1875843,0.466339,0.0336072,2.1550694,0.0434407,0.0700457,0.2054639,0.0802322,0.0260224,-0.0802322,0.2373791,-0.120337,0.0007305,0.7242621,0.1281725,1.2496563,2.0938773,1.7217808,0.1090141,0.0197369,39.02,,,,
,Pix4d,Rice_Station,1/22/2021,22,120,,,205,2,4,"6"""" Cut",Triticale (TR),0.4:-0.6,One (TR),-1.4102249,-0.1635773,0.1088311,0.1634255,0.1635773,0.3934105,0.0406718,1.6306794,0.0478977,0.085099,0.3342865,0.0754716,0.0032141,-0.0754716,0.1709973,-0.1216232,0.0015583,0.8236998,0.1270645,1.1969202,2.3548377,1.6235933,0.0892756,0.0355582,53.71,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,102,1,1,"12"""" Fill",Cereal Rye+ Black Oat+ Triticale (CR+BO+TR),0.8:1.04,MIX (CR+BO+TR),24.0885887,-0.4899398,0.3754608,0.6711132,0.4899398,2.1216688,0.2388872,2.7558889,0.1657473,0.6656209,0.0949034,-0.0588342,0.1457444,0.0588342,0.1936001,0.085246,-0.0000289,0.6030389,-0.0471318,3.7461057,12.9653587,2.6857321,0.5223483,0.1188828,54.65,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,103,1,1,"12"""" Fill",Black Oat (BO),0.8:1.04,One (BO),23.8145676,-0.4220597,0.3310515,0.5794101,0.4220597,1.7207476,0.1962208,2.9130247,0.1473249,0.5361706,0.1238275,-0.0435592,0.1319986,0.0435592,0.1974149,0.0604351,0.0000832,0.6202274,-0.0224095,3.3527939,11.4927292,2.3581302,0.4390126,0.104006,56.88,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,104,1,1,"12"""" Fill",Cereal Rye+ Crimson Clover+ Kale (CR+CC+KA),0.8:1.04,MIX (CR+CC+KA),23.7392063,-0.3724156,0.2892312,0.4995601,0.3724156,1.4890882,0.1630891,2.7049162,0.1271067,0.447284,0.1368585,-0.0368799,0.1212846,0.0368799,0.1882415,0.0492328,0.000189,0.6437904,-0.0030695,3.1470425,9.7649956,2.1380956,0.3790357,0.0877614,56.05,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,105,1,1,"12"""" Fill",NC,0.8:1.04,NO,23.3516693,-0.3858252,0.2814178,0.5154412,0.3858252,1.5489525,0.1767288,2.5138865,0.125174,0.4844244,0.1353309,-0.0191437,0.109479,0.0191437,0.2010056,0.0240248,0.0001997,0.6480171,0.0040364,2.951957,9.3982821,2.3067839,0.3857008,0.088502,51.59,,,,
,Pix4d,Rice_Station,4/30/2021,120,120,,,106,1,1,"12"""" Fill",Cereal Rye (CR),0.8:1.04,One (CR),23.3051376,-0.3591111,0.2395065,0.4756692,0.3591111,1.3244402,0.153847,2.2384005,0.1065123,0.4021825,0.1339164,0.0038612,0.0900167,-0.0038612,0.2086738,-0.0086536,0.0002366,0.6656105,0.0263516,2.4850774,7.7014828,2.2416506,0.3449866,0.0717367,51.70,,,,
